Title,Address,Latitude,Longitude,Phone,Website,Email,volunteer-email,volunteer-website,volunteer-phone,Notes,Category,PlaceID,Source,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Image
Bethel AME Church,"50 W 132nd St, New York, NY 10037, USA",40.8093494,-73.9407352,(646) 406-1359,,,,,,,Food bank,ChIJ7YdiZ3T2wokR_noIx7R7xtI,OM,closed,closed,closed,09:30 AM - 11:30 AM,closed,closed,closed,
Bethel Ame Church - Food Distribution Center,"60 W 132nd St, New York, NY 10037, USA",40.811488,-73.9410338,(212) 862-0100,http://famebethel.com/,info@famebethel.org,,,,"Hours of Operation:
Tuesday and Thursday from 9:30 AM to 11:30 AM
Referral and ID are required.
For more information, please call.",Food bank,ChIJyzTzb3T2wokR64ZMy1zcttw,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,9:30 to 11:30AM","Friday,Closed","Saturday,Closed","Sunday,Closed",
Bethel AME Church - Food Distribution Center,"2-15 Beach 77th St, Far Rockaway, NY 11692, USA",40.5888,-73.804656,(917) 548-7866,,,,,,,Food bank,ChIJy066HV1owokRM9xDbVLKMO4,AP,"Monday,Closed","Tuesday,Closed","Wednesday,11AM to 1PM","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Bethel Community Outreach,"344 Tompkins Ave, Brooklyn, NY 11216, USA",40.6848622,-73.9446657,(917) 334-9905,,,,,,,Food bank,ChIJn6viLIxbwokRo4wTv9rB06g,OM,closed,07:00 PM - 09:00 PM,closed,closed,07:00 PM - 09:00 PM,closed,closed,
Bethel Gospel Tabernacle Church - Food Distribution Center,"110-25 Guy R Brewer Blvd, Jamaica, NY 11433, USA",40.692739,-73.788107,(718) 291-4452,,,,,,,Food bank,ChIJJ62Xpy5hwokRb-6zT671h1o,AP,"Monday,Closed","Tuesday,12 to 2PM","Wednesday,9:30AM to 12PM","Thursday,Closed","Friday,12 to 2PM","Saturday,Closed","Sunday,Closed",
Bethel Holy Church - Food Distribution Center,"922 St Nicholas Ave, New York, NY 10032, USA",40.83149,-73.940808,(212) 283-9407,,,,,,,Food bank,ChIJ8-5ZOYH2wokRKtM2GBAoxzc,AP,,,,,,,,
"Bethel Mission Church, Inc. - Food Distribution Center","106-15 154th St, Queens, NY 11433, USA",40.695981,-73.799271,(718) 658-2484,,,,,,"Phone: (718) 291-8419
Soup Kitchen Hours: Between 12:00 PM and 1:00 PM on Monday to Friday
Food Pantry Hours: Between 10:00 AM and 12:00 PM on the 2nd and 4th Saturday of the month
For more information, please call them.",Food bank,ChIJIUyAwtZgwokRHWY8w2kfVTM,AP,,,,,,,,
Bethel Prayer Ministries,"4262 3rd Ave., Bronx, NY 10457, USA",40.8428573,-73.8951511,(646) 228-4510,,,,,,,Food bank,ChIJkxQycWT0wokRQ0qSmeqowRg,OM,closed,closed,closed,closed,closed,09:00 AM - 12:00 PM,closed,
Bethel SDA-Food Pantry & Soup Kitchen,"457 Grand Ave, Brooklyn, NY 11238, USA",40.6817564,-73.9611929,(718) 783-3630,,,,,,,Food bank,ChIJVVUFwaJbwokRJVqZXp_UVe0,AP,,,,,,,,
Bethesda Missionary Baptist Church,"179-09 Jamaica Ave, Jamaica, NY 11432, USA",40.7081441,-73.7810719,(917) 365-7770,,,,,,,Food bank,ChIJGRkxpBdhwokRiXdfzCiOH_I,OM,closed,closed,07:30 AM - 10:00 AM,closed,closed,closed,closed,
Bethlehem Nation's Food Pantry,"1962 Linden Blvd, Brooklyn, NY 11207, USA",40.6588324,-73.8890665,(347) 304-8516,,,,,,,Food bank,ChIJo4msH_5cwokRb_uYV0JzY6g,OM,closed,closed,closed,closed,closed,10:00 AM - 12:00 PM,closed,
Bettances Health Unit - Food Distribution Center,"280 Henry St, New York, NY 10002, USA",40.7136702,-73.9837398,(212) 227-9001,,,,,,,Food bank,ChIJJS2A2ipawokR-F02qRg9Rgw,AP,,,,,,,,
Beyond Hunger Emergency Food Pantry - Food Distribution Center,"2241 Church Ave, Brooklyn, NY 11226, USA",40.6506792,-73.9573622,(718) 282-3082,https://camba.org/programs/beyond-hunger-emergency-food-pantry/,info@camba.org,,,,,Food bank,ChIJZ1i3WkBbwokR09rNs7d9h3o,AP,,,,,,,,
Beyond Shelter Coalition - Food Distribution Center,"7 W 83rd St, New York, NY 10024, USA",40.7837544,-73.9714327,,,,,,,,Food bank,ChIJEYidTYVYwokRqMiicubUT8E,AP,,,,,,,,
BFFY - Our Lady of Lourdes Outreach - Food Distribution Center,"92-96 220th St, Jamaica, NY 11428, USA",40.7229172,-73.7364718,(718) 479-0924,http://www.ourladyoflourdesqvny.org/,,,,,"Food Pantry
Hours of operation: Wednesday 1:00 pm - 4:00 pm (except 5th Wednesday of the month).",Food bank,ChIJl6Nfjy1iwokRD5sdPs9yHQ4,AP,"Monday,9AM to 8PM","Tuesday,9AM to 8PM","Wednesday,9AM to 8PM","Thursday,9AM to 8PM","Friday,9AM to 8PM","Saturday,9AM to 8PM","Sunday,10AM to 2PM",
Bffy Rockaway Senior Center - Food Distribution Center,"313 B86St, Rockaway Beach, NY 11693, USA",40.5867004,-73.8115005,,,,,,,,Food bank,ChIJUedcDkRowokR3_GCBlVLeiE,AP,,,,,,,,
BFFY-St. Rose of Lima Saint Vincent de Paul - Food Distribution Center,"130 Beach 84th St, Far Rockaway, NY 11693, USA",40.5867648,-73.8095871,(718) 634-7394,,,,,,,Food bank,ChIJLz3tiERowokRQ79b2kcgPk8,AP,"Monday,Closed","Tuesday,10AM to 12PM","Wednesday,Closed","Thursday,Closed","Friday,10AM to 12PM","Saturday,Closed","Sunday,Closed",
Bible Faith Tabernacle - Food Distribution Center,"1368 St Johns Pl, Brooklyn, NY 11213, USA",40.6704651,-73.9330164,(347) 756-9546,,,,,,,Food bank,ChIJ4bKuTH5cwokROl7x6pL4ZiU,AP,,,,,,,,
Big Sisters - Food Distribution Center,"117-08 Merrick Blvd, Jamaica, NY 11434, USA",40.6867025,-73.7746964,(718) 723-1119,,,,,,,Food bank,ChIJPRdV2jRhwokR9eCuS1gKfHU,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,11AM to 1PM","Friday,Closed","Saturday,Closed","Sunday,Closed",
Bikur Cholim of Staten Island - Food Distribution Center,"46 Birchard Ave, Staten Island, NY 10314, USA",40.6028713,-74.1354195,,,,,,,,Food bank,ChIJ5Z1EJ0ZMwokRtUXJg9ptP_0,AP,,,,,,,,
"Binding Together, Inc. - Food Distribution Center","50 Broad St, New York, NY 10004, USA",40.7056768,-74.011594,(212) 742-0020,,,,,,,Food bank,ChIJa5PSuRZawokRVEDh1G9-WaA,AP,,,,,,,,
Black Forum of Co-op City Emergency Food Pantry,"920 Baychester Ave Bldg 1A, Bronx, NY 10475, USA",40.877241,-73.8331635,(718) 320-8035,https://black-forum-of-co-op-city-food-pantry.business.site/,coopcityblackforum@gmail.com,,,,,Food bank,ChIJQwxw58WMwokRfGetJKGJDTo,AP,"Monday,Closed","Tuesday,11AM to 12:45PM","Wednesday,Closed","Thursday,11AM to 12:45PM","Friday,11AM to 12:45PM","Saturday,Closed","Sunday,Closed",
Black United Fund Of New York - Food Distribution Center,"2271 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",40.814307,-73.9440519,,,,,,,,Food bank,ChIJo4p7enH2wokR44UOIApXn0g,AP,,,,,,,,
Black Veterans for Social Justice,"665 Willoughby Ave, Brooklyn, NY 11206, USA",40.6947272,-73.9426377,(718) 852-6004,http://www.bvsj.org/,admin@bvsj.org,,,,"Hours of Operation:
Monday to Friday: 10:00 AM - 3:30 PM
For more information, please call.",Food bank,ChIJJ3Yl_fNbwokRZJ8mKrEYLx8,OM,closed,closed,closed,closed,08:00 AM - 09:00 AM,closed,closed,
Blanche Memorial Church,"109-74 Sutphin Blvd, Jamaica, NY 11435, USA",40.6897016,-73.7971438,(718) 264-7121,,,,,,,Food bank,ChIJD_JFI9VgwokRp2FTNEj0Vm8,OM,closed,9:30 AM - 10:30 AM,closed,closed,closed,closed,closed,
Blessed Assurance Church of God,"2093 Fulton St, Brooklyn, NY 11233, USA",40.6782996,-73.9093279,(347) 965-1725,,,,,,,Food bank,ChIJnZ3frUNcwokRcZD0s1jL5RI,OM,closed,closed,closed,closed,closed,07:00 AM - 11:00 AM,closed,
Blessed Sacrament Church - Food Distribution Center,"198 Euclid Ave, Brooklyn, NY 11208, USA",40.6836551,-73.8744335,(718) 827-1200,http://blessedsacrament-brooklyn.org/,parishcentral@desalesmedia.org,,,,,Food bank,ChIJNeAr9sZdwokRxoVUZTKHW6Y,AP,"Monday,Closed","Tuesday,Closed","Wednesday,9:30AM to 12PM","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Blessed Virgin Mary St. Mary's Winfield,"70-31 48th Ave, Queens, NY 11377, USA",40.7378853,-73.8931652,(917) 751-2162,,,,,,,Food bank,ChIJ12h-6v5ewokR2ibrrzg44Fg,OM,closed,closed,closed,09:30 AM - 12:00 PM,closed,closed,closed,
Block Projek - Food Distribution Center,"725 Fox St, Bronx, NY 10455, USA",40.814936,-73.899354,(917) 680-6443,http://www.theblkprojek.org/,admin@theblkprojec.org,,,,,Food bank,ChIJtdSmNa71wokRAyimGQ7haVM,AP,,,,,,,,
"Bloomingdale Family Program, Inc. - Food Distribution Center","125 W 109th St # 2, New York, NY 10025, USA",40.8019152,-73.9629094,(212) 663-4067,,,,,,,Food bank,ChIJD8De0zz2wokRU532pVQI1P4,AP,,,,,,,,
Bnai Raphael Chesed Organization,"3846 Flatlands Ave, Brooklyn, NY 11234, USA",40.61956,-73.9375091,(718) 951-6059,,,,,,,Food bank,ChIJq4Zw3adEwokRRFe7EMwonsk,OM,10:00 AM - 04:00 PM,10:00 AM - 04:00 PM,10:00 AM - 04:00 PM,10:00 AM - 06:00 PM,closed,closed,closed,
Bnai Raphael Chesed Organization - Food Distribution Center,"1741 McDonald Ave, Brooklyn, NY 11230, USA",40.6105195,-73.9729528,(718) 951-2302,http://bnairaphael.org/,,,,,,Food bank,ChIJ_ZJwdOZEwokRg6KspvjZRDE,AP,"Monday,10AM to 6PM","Tuesday,10AM to 6PM","Wednesday,10AM to 6PM","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Bobbie's Place - Food Distribution Center,"114th St, South Richmond Hill, NY 11419, USA",40.6855968,-73.8285971,(718) 677-4399,,,,,,,Food bank,ChIJexHBt09nwokRW5HczJi0uSs,AP,,,,,,,,
Bond Street Center - Food Distribution Center,"39-40 Bond St, Brooklyn, NY 11217, USA",40.6884523,-73.983656,(718) 935-0439,,,,,,,Food bank,ChIJ9UIdKE1awokRkGdFymZ-iBw,AP,,,,,,,,
BOOM! Health - Food Distribution Center,"540 E Fordham Rd, Bronx, NY 10458, USA",40.8591989,-73.8870801,(718) 295-5605,,,,,,,Food bank,ChIJO1CPPID0wokRTuweXK5Kkog,AP,,,,,,,,
BOOM! Health Wellness Center - Food Pantry,"3144 3rd Ave., Bronx, NY 10451, USA",40.8221038,-73.9104924,(718) 295-2666,https://www.boomhealth.org/solutions/food-and-nutrition,ysantana@themomentumproject.org,,,,,Food bank,ChIJVVUFEbX1wokRbL-phTJfRz8,AP,09:30 AM - 04:00 PM,09:30 AM - 04:00 PM,09:30 AM - 04:00 PM,09:30 AM - 04:00 PM,09:30 AM - 04:00 PM,closed,closed,
Boom!Health Hrc - Food Pantry,"226 E 114th St, New York, NY 10029, USA",40.7939083,-73.9340113,(718) 295-2666,,,,,,,Food bank,ChIJuT3uuP31wokRDU3WqyWVcuU,AP,"Monday,12 to 1PM","Tuesday,Closed","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Boone Health - Food Distribution Center,"260 E 143rd St, Bronx, NY 10451, USA",40.815299,-73.9246183,(718) 292-7718,,,,,,,Food bank,ChIJLeC_rdr1wokR_cjQ4sS0v34,AP,,,,,,,,
Bowery Mission - Food Distribution Center,"227 Bowery, New York, NY 10002, USA",40.7219936,-73.9929826,(212) 674-3456,http://www.bowery.org/,info@bowery.org,volunteer@bowery.org,https://bowery.volunteerhub.com/?format=0&filter={},,"The Bowery Mission offers hot meals, shelter, clothing, showers, and medical/dental exams. To learn more, please contact them. Our mission is to serve the people of New York City who are struggling with poverty, hopelessness, and various dependencies. We aim to transform their lives through the power of Jesus Christ, bringing them hope, joy, lasting productivity, and eternal life. * *From the Bowery Mission Food Programs website.",Food bank,ChIJjxdH34VZwokRfA81dQti6xM,AP,"Monday,9 to 11AM, 1 to 2PM, 5 to 6PM","Tuesday,9 to 11AM, 1 to 2PM, 5 to 6PM","Wednesday,9 to 11AM, 1 to 2PM, 5 to 6PM","Thursday,9 to 11AM, 1 to 2PM, 5 to 6PM","Friday,9 to 11AM, 1 to 2PM, 5 to 6PM","Saturday,8 to 9AM, 1 to 2PM, 5 to 6PM","Sunday,8 to 9AM, 1 to 2PM, 5 to 6PM",
Brc - Supported Housing Program - Food Distribution Center,"2254 Cedar Ave, Bronx, NY 10468, USA",40.8614259,-73.9116587,,,,,,,,Food bank,ChIJ-f___4TzwokREHVukE-QtpU,AP,,,,,,,,
Brc Human Services Corp - Food Distribution Center,"131 W 25th St, New York, NY 10001, USA",40.7448557,-73.9932174,(212) 533-5700,http://www.brc.org/,,,,,,Food bank,ChIJPVgIGKVZwokRFf3GuQ_fxu8,AP,,,,,,,,
Bread Of Life Food Pantry,"38-49 12th St, Queens, NY 11101, USA",40.7568946,-73.9418259,(718) 784-4673,,,,,,,Food bank,ChIJAQANKtJYwokRhRIGYQa7IBA,AP,"Monday,Closed","Tuesday,12 to 3PM","Wednesday,11AM to 2PM","Thursday,12 to 3PM","Friday,Closed","Saturday,Closed","Sunday,Closed",
Bread of Life Pantry - Food Pantry,"1104 Elder Ave, Bronx, NY 10472, USA",40.8263314,-73.8785276,(914) 315-7060,https://www.facebook.com/BLPMission/,,,,,,Food bank,ChIJbWiQIfv0wokRzmC50CeS4XY,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,1:30 to 2:15PM","Sunday,Closed",
Bridge Street Ame Church - Food Distribution Center,"277 Stuyvesant Ave, Brooklyn, NY 11221, USA",40.6851684,-73.932145,(718) 452-3936,http://www.bridgestreetbrooklyn.org/,,,,,,Food bank,ChIJMS3URXRcwokRWF_E2aKZtj0,AP,,,,,,,,
Brinn Associates - Food Distribution Center,"953 Southern Blvd, Bronx, NY 10459, USA",40.8214101,-73.8918401,(718) 542-2250,,,,,,,Food bank,ChIJgT7E1Kr1wokRsmvTfRqg2gg,AP,,,,,,,,
Broadway Community Inc.,"601 W 114th St, New York, NY 10025, USA",40.8038206,-73.9651341,(212) 864-6100,broadwaycommunity.org,smorris@foodbanknyc.org,volunteer@broadwaycommunity.org,https://broadwaycommunity.org/volunteer,,"Community Dinner:
Monday through Friday: 4:30pm - 6:00pm
Community Pantry:
Registration:
Monday, Tuesday, Thursday, Friday: 3:30pm - 5:00pm
Wednesday: 11:00am - 1:00pm
Pantry Shopping:
Tuesday, Thursday: 11:00am - 3:30pm
Wednesday: 1:00pm - 8:00pm
Saturday: 11:00am - 2:00pm
Visit our website for more information!",Food bank,ChIJDWzIrT72wokR5PfQIlk4F9Q,OM,12:30 PM - 02:00 PM,closed,12:30 PM - 02:00 PM,closed,12:30 PM - 2:00 PM,#####,closed,
Broadway Housing Communities - Food Distribution Center,"583 Riverside Dr, New York, NY 10031, USA",40.8212913,-73.9570876,(212) 568-2030,https://www.broadwayhousing.org/,infor@bhc.org,,,,,Food bank,ChIJERBVzmf2wokRauQa0p2sUFk,AP,,,,,,,,
Bronx And Manhattan Land Trusts - Food Distribution Center,"232 E 11th St, New York, NY 10003, USA",40.7322535,-73.9874105,(212) 228-5842,,,,,,,Food bank,ChIJVVVVlZ5ZwokR5yZT4O25I0M,AP,,,,,,,,
Bronx Bethany Community Center - Food Distribution Center,"964 E 227th St, Bronx, NY 10466, USA",40.8865215,-73.8517655,(718) 619-3480,http://www.bbccnyc.com/,dvassel@bxbethany.com,,,,,Food bank,ChIJ3xEcpC_zwokR0Z2jwGH7k_c,AP,,-,9:00 AM - 11:00 AM,3:00 PM - 6:00 PM,-,-,-,
Bronx Food Pantry,"810 Hewitt Pl, Bronx, NY 10459, USA",40.8187337,-73.8998844,,,,,,,,Food bank,ChIJf45nkq31wokR2f-iRoT2SVY,AP,,,,,,,,
Bronx Full Gospel Tabernacle Inc.,"4221 Park Ave, Bronx, NY 10457, USA",40.8445435,-73.8996755,(518) 836-9906,,,,,,,Food bank,ChIJiTy67GX0wokRdDfshXcY9ck,OM,closed,closed,closed,closed,closed,08:00 AM - 09:00 AM,closed,
Bronx SDA Church,"1695 Washington Ave, Bronx, NY 10457, USA",40.8378734,-73.9012143,(917) 435-8643,,,,,,,Food bank,ChIJuekjAmj0wokRzCHORKa89sI,OM,closed,closed,closed,11:00 AM - 06:00 PM,closed,closed,closed,
Bronx Temple SDA Community Services,"495 Willis Ave, Bronx, NY 10455, USA",40.8139815,-73.9187996,(347) 869-0068,,,,,,,Food bank,ChIJR7XB-MX1wokRuemWzJFTDHQ,OM,11:00 AM - 01:00 PM,closed,11:00 AM - 01:00 PM,12:00 PM - 01:00 PM,closed,closed,closed,
Bronx Works The Living Room,"800 Barretto St, Bronx, NY 10474, USA",40.8156228,-73.8894092,(646) 334-3561,,,,,,,Food bank,ChIJuUwGF6r1wokR2eVV0n5O8x8,OM,08:30 AM - 09:30 AM,08:30 AM - 09:30 AM,01:30 PM - 02:20 PM,08:30 AM - 09:30 AM,08:30 AM - 09:30 AM,08:30 AM - 09:30 AM,08:30 AM - 09:30 AM,
Bronx Youth Services Corp/gyc - Food Distribution Center,"2530 Jerome Ave, Bronx, NY 10468, USA",40.864718,-73.899171,,,,,,,,Food bank,ChIJf0zvR4bzwokRjrRy1M968Bs,AP,,,,,,,,
BronxWorks Heights Senior Center,"200 W Tremont Ave, Bronx, NY 10453, USA",40.8484691,-73.9171034,(646) 988-3606,,,,,,,Food bank,ChIJdQbJNBL0wokRtptEe6CA0Zg,OM,closed,closed,closed,9:00AM - 1:00PM,closed,closed,closed,
BronxWorks-Morris Senior Center,"80 E 181st St, Bronx, NY 10453, USA",40.8522533,-73.9043377,(718) 933-5300,,,,,,,Food bank,ChIJrSzTqXH0wokRDk--lqjy9js,OM,10:00AM-2:00PM,10:00AM-2:00PM,10:00AM-2:00PM,10:00AM-2:00PM,10:00AM-2:00PM,closed,closed,
Brooklyn Bureau Of Community Service (bbcs) - Food Distribution Center,"285 Schermerhorn St, Brooklyn, NY 11217, USA",40.6878144,-73.9827257,(718) 310-5600,http://www.bbcs.org/,info@wearebcs.org,,,,,Food bank,ChIJI5k40rJbwokRXRYzayMYjuc,AP,,,,,,,,
Brooklyn Faith SDA Church - Food Distribution Center,"5518 Church Ave, Brooklyn, NY 11203, USA",40.652275,-73.924888,+1 718-342-6712,https://www.brooklynfaith.org/community-services,connect@brooklynfaith.org,,,,"Hours of Operation:
- Thursday: 1:00 PM to 3:00 PM
- Friday: 1:00 PM to 4:00 PM
For more information, please call them.",Food bank,ChIJE3BL5ZlcwokRVyEl7GnZ0FA,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,2 to 4pm","Friday,Closed","Saturday,Closed","Sunday,Closed",
Brooklyn Rescue Mission Urban Harvest Center,"426 Decatur St, Brooklyn, NY 11233, USA",40.6821881,-73.9257785,+1 917-426-3001,http://www.brmuhc.org/,,,,,,Food bank,ChIJ_zi4nnFcwokR0N1rCWyTBZ0,AP,"Monday,Closed","Tuesday,10 to 11:30am","Wednesday,10 to 11:30am","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Brooklyn Union Gas - Food Distribution Center,"1 MetroTech Center, Brooklyn, NY 11201, USA",40.6932748,-73.9866898,(718) 403-3370,,,,,,,Food bank,ChIJu-g_t0tawokR44vOwUreyUI,AP,,,,,,,,
"Brooklyn Woods, Inc. - Food Distribution Center","810 Humboldt St # 3, Brooklyn, NY 11222, USA",40.729614,-73.9459892,(718) 389-3636,,,,,,,Food bank,ChIJz-6fI0hZwokRC6f4hvBCSdU,AP,,,,,,,,
Brooklyn Workforce Innovations - Food Distribution Center,"141 5th Ave, Brooklyn, NY 11217, USA",40.6781791,-73.9790108,,,,,,,,Food bank,ChIJiSljsatbwokRcg-9VfcEDak,AP,,,,,,,,
Brooks Memorial United Methodist - Food Distribution Center,"109th Ave, Ozone Park, NY 11417, USA",40.679287,-73.832624,,,,,,,,Food bank,ChIJs6uKfVtnwokRMzykGljVPKA,AP,,,,,,,,
Brooks Memorial United Methodist Church - Food Distribution Center,"143-22 109th Ave, Jamaica, NY 11435, USA",40.6884741,-73.8030579,(718) 658-8822,https://www.brooksmemorialumc.com/,brooksmemorial@aol.com,,,,"Hours of Operation:
- Thursday: 6:00 AM to 8:00 PM
- 1st and 3rd Saturday of the month: 10:00 AM to 12:00 PM
For more information, please call them.",Food bank,ChIJWWNM5ixnwokRFMSKrVlH9tw,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,12 to 2PM","Friday,Closed","Saturday,Closed","Sunday,Closed",
Brothers For Progress - Food Distribution Center,"30 3rd Ave, Brooklyn, NY 11217, USA",40.6856937,-73.9806019,,,,,,,,Food bank,ChIJuSNUgrJbwokR3GUMDmhqjyE,AP,,,,,,,,
Brownsville SDA Temple,"1085 Clarkson Ave, Brooklyn, NY 11212, USA",40.6599499,-73.922411,(347) 661-1068,,,,,,,Food bank,ChIJaxtrCo9cwokRLyn4w-z-0mc,OM,closed,closed,01:30 PM - 05:30 PM,closed,closed,closed,closed,
Burns Memorial Church - Food Distribution Center,"107-03 150th St, Jamaica, NY 11435, USA",40.694365,-73.800656,+1 718-523-0214,,,,,,,Food bank,ChIJb_toANRgwokRIhyt-s-r7Po,AP,,,,,,,,
Bushwick Food Pantry - Food Distribution Center,"144 Bleecker St, Brooklyn, NY 11221, USA",40.696186,-73.9200146,,,,,,,,Food bank,ChIJRbC1mRBcwokRngUDeG3rPmo,AP,,,,,,,,
Cabrini Immigrant Services,"139 Henry St, Brooklyn, NY 11201, USA",40.6961242,-73.9933102,(203) 807-0166,,,,,,,Food bank,ChIJ7e0qFkhawokRRWyIqriEh6w,OM,closed,08:30 AM - 12:30 PM,closed,closed,closed,closed,closed,
Cairo Food Pantry,"186 Main St, Staten Island, NY 12413, USA",40.5105011,-74.2486042,(518) 622-3286,https://rlc.life/food-pantry,rlc.office.lj@gmail.com,,,,,Food bank,ChIJUUWDC5zKw4kRozah_p0LIVw,AP,"Monday,Closed","Tuesday,5:30 to 6:30PM","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Caldwell Temple AME Zion Church,"1288 Rev James A Polite Ave, Bronx, NY 10459, USA",40.8261035,-73.8953428,(718) 842-2484,,,,,,,Food bank,ChIJvcIezlD0wokRxlgMU1eNebU,OM,closed,closed,closed,closed,closed,11:00 AM - 02:00 PM,closed,
Caldwell Temple Soupkitchen Paths - Food Distribution Center,"1275 Rev James A Polite Ave, Bronx, NY 10459, USA",40.829761,-73.8957097,(347) 577-5070,,office@ctbronx.com,,,,"Every 2nd Saturday from 11:00 am to 2:00 pm, you can make a donation or volunteer by calling them.",Food bank,ChIJExxFxVD0wokRw8rGGr1jlrE,AP,,,,,,,,
Called To Serve God Urban Ministry - Food Distribution Center,"91 Utica Ave, Brooklyn, NY 11213, USA",40.6756795,-73.9303063,,,,,,,,Food bank,ChIJs0SJfnlcwokRlSud1vNEbEA,AP,,,,,,,,
Calm Food Pantry,"121 Grandview Ave, Staten Island, NY 10303, USA",40.6364776,-74.1649311,(718) 273-0372,https://calmchurch.org/,Calmchurch@gmail.com,,,,"Hours of Operation:
Sunday: 1:00 am - 1:30 pm
Thursday: 6:00 pm - 7:00 pm
Please call for more information.",Food bank,ChIJ9XSHG6RNwokR-wA1q4F92hE,AP,,,,,,,,
Calvar Baptist Church Of Red Hook - Food Distribution Center,"773 Hicks St, Brooklyn, NY 11231, USA",40.6764016,-74.0045902,+1 718-522-5159,,,,,,,Food bank,ChIJH2XI4_RawokRTdkof45jtKc,AP,,,,,,,,
Calvary AME Church - Food Distribution Center,"790 Herkimer St, Brooklyn, NY 11233, USA",40.6781597,-73.9271908,(718) 467-0987,,,,,,,Food bank,ChIJHUObgHBcwokRzSi_o3oT3Lc,AP,"Monday,Closed","Tuesday,12 to 2PM","Wednesday,Closed","Thursday,Closed","Friday,Closed","Saturday,Closed","Sunday,Closed",
Calvary Baptist Church - Food Distribution Center,"111-10 Guy R Brewer Blvd, Queens, NY 11433, USA",40.6914526,-73.788009,(718) 297-2301,https://cbcjny.org/outreach/food-pantry/,info@cbcjny.org,,,,"Hours of Operation:
- Wednesday: 10:00 AM to 12:00 PM
- Thursday: 11:30 AM to 1:30 PM",Food bank,ChIJ0cAvEyxhwokRicEM3Tbx_w0,AP,,,,,,,,
Calvary Free Will Baptist Church,"1520-30 Herkimer St, Brooklyn, NY 11207, USA",40.6764792,-73.9030937,(973) 951-8231,,,,,,,Food bank,ChIJ0TxVBkVcwokR6HtzwsOIEVw,OM,closed,closed,closed,12:00 PM - 01:00 PM,closed,closed,closed,
Calvary Pentecostal Church - Food Distribution Center,"151 Woodruff Ave, Brooklyn, NY 11226, USA",40.6544397,-73.9610956,+1 718-469-8252,http://www.ccopny.org/,info@ccopny.org,,,,"Hours of Operation:
Thursday from 11:00 AM to 1:00 PM
Photo ID is required.
For more information, please call.",Food bank,ChIJVW5IFRVbwokR_Gg_ZU8YH_M,AP,closed,closed,closed,11:00 AM - 01:00 PM,closed,closed,closed,
Calvary's Mission,"102-16 89th Ave, Queens, NY 11418, USA",40.6928004,-73.8435145,(646) 427-0956,,,,,,,Food bank,ChIJ9cbtCv9dwokRwluRpgsB_VI,OM,closed,closed,closed,closed,closed,07:00 AM - 10:00 AM/RO-6/8-7am-11am,closed,
Calvary/ Saint George - Food Distribution Center,"209 E 16th St, New York, NY 10003, USA",40.7343871,-73.9850346,+1 212-475-0830,https://www.calvarystgeorges.org/,dptenor@gmail.com,,,,"Soup Kitchen
Hours of operation: Thursday 12:00 pm - 1:00 pm
For more information, please call them.",Food bank,ChIJsyp-vZ9ZwokRng5vLnYOzT0,AP,"Monday,Closed","Tuesday,Closed","Wednesday,Closed","Thursday,12 to 1pm","Friday,Closed","Saturday,Closed","Sunday,Closed",
